100	4.70E-05	0.0044224
100	6.12E-05	0.0043272
100	5.16E-05	0.0070087
100	3.68E-05	0.0036671
100	3.35E-05	0.0042964
100	3.29E-05	0.0028827
100	3.50E-05	0.0043462
100	3.85E-05	0.0050779
100	3.46E-05	0.006091
100	2.23E-05	0.0046024
100	2.54E-05	0.0031638
100	2.42E-05	0.0035607
100	2.29E-05	0.0048293
100	2.38E-05	0.0032752
100	2.31E-05	0.005649
100	2.40E-05	0.0057249
100	2.27E-05	0.0035545
100	2.37E-05	0.0058382
100	3.19E-05	0.0055234
100	1.06E-04	0.0049398
100	2.61E-05	0.0051613
100	2.41E-05	0.0034688
100	2.96E-05	0.0038855
100	2.58E-05	0.0048112
100	2.33E-05	0.0034906
100	2.32E-05	0.0067131
100	2.37E-05	0.0046011
100	2.34E-05	0.005859
100	2.59E-05	0.0025869
100	2.29E-05	0.0023629
100	2.27E-05	0.0032622
100	2.24E-05	0.0066525
100	4.06E-05	0.0048982
100	1.71E-05	0.006551
100	2.80E-05	0.0035549
100	1.63E-05	0.0033751
100	1.51E-05	0.0038166
100	1.58E-05	0.0047532
100	1.69E-05	0.0056892
100	1.56E-05	0.0037468
100	1.59E-05	0.0041006
100	1.51E-05	0.0042961
100	1.61E-05	0.0058571
100	1.58E-05	0.0039929
100	1.40E-05	0.0046588
100	1.47E-05	0.0041512
100	1.49E-05	0.0058604
100	1.55E-05	0.0047162
100	1.47E-05	0.0047486
100	1.47E-05	0.0047227
100	1.44E-05	0.0048948
100	1.37E-05	0.0044726
100	1.48E-05	0.0057932
100	1.45E-05	0.005081
100	1.51E-05	0.0043285
100	1.43E-05	0.0063832
100	1.47E-05	0.0070163
100	1.43E-05	0.0038608
100	1.42E-05	0.0039935
100	1.52E-05	0.0054214
100	1.45E-05	0.004925
100	1.37E-05	0.0037854
100	2.16E-05	0.0061588
100	1.62E-05	0.0041401
100	1.56E-05	0.004337
100	2.64E-05	0.009049
100	1.50E-05	0.0058884
100	1.42E-05	0.0045487
100	1.46E-05	0.004491
100	1.40E-05	0.0041242
100	1.46E-05	0.004603
100	1.40E-05	0.0071311
100	1.49E-05	0.0058533
100	1.46E-05	0.0032447
100	1.96E-05	0.0044207
100	1.60E-05	0.0069942
100	1.68E-05	0.0073555
100	1.36E-05	0.0032312
100	1.44E-05	0.0051645
100	1.88E-05	0.0079608
100	1.35E-05	0.0035508
100	1.43E-05	0.0051847
100	1.50E-05	0.0053829
100	1.48E-05	0.0042549
100	1.49E-05	0.0036015
100	1.39E-05	0.0033977
100	2.31E-05	0.0033865
100	1.59E-05	0.0029594
100	1.44E-05	0.0048846
