1	0.0090095	71.75	617.37	689.12	0
0.9	0.0203306	70.5	639.865	710.365	26
0.8	0.0184073	66	697.23	763.23	50
0.7	0.0044486	59.75	771.36	831.11	69
0.6	0.005691	54.75	804.895	859.645	76
0.5	0.0037954	37.625	907.495	945.12	87
0.4	0.0025902	33.125	927.215	960.34	79
0.3	0.0029016	32.5	930.115	962.615	72
0.2	0.0041334	31.75	932.035	963.785	66
0.1	0.0030535	31.75	932.035	963.785	66
0	7.21E-05	30.75	947.51	978.26	46
1	0.0043509	65	497.145	562.145	0
0.9	0.0034465	65	503.94	568.94	5
0.8	0.0028732	62.5	522.18	584.68	23
0.7	0.0031146	59.625	562.595	622.22	42
0.6	0.0020921	54	590.335	644.335	40
0.5	0.004646	49.25	612.045	661.295	44
0.4	0.0048817	39.75	657.455	697.205	50
0.3	0.0043384	36.25	674.185	710.435	52
0.2	0.0036043	36.25	674.34	710.59	48
0.1	0.0036307	36.25	674.34	710.59	48
0	1.11E-04	34.75	679.315	714.065	30
1	0.0191199	83.125	514.335	597.46	0
0.9	0.0144306	83	514.8	597.8	1
0.8	0.0131449	82	527.22	609.22	20
0.7	0.0127113	80.5	540.85	621.35	31
0.6	0.0045171	78.25	561	639.25	41
0.5	0.0024696	78.625	565.105	643.73	38
0.4	0.0023087	68.125	624.79	692.915	52
0.3	0.0020754	50.5	706.67	757.17	57
0.2	0.0013918	49.125	712.245	761.37	48
0.1	3.87E-04	48	718.745	766.745	31
0	4.91E-05	40.75	742.02	782.77	30
1	0.0073241	75.375	558.045	633.42	0
0.9	0.0077616	75.75	557.315	633.065	0
0.8	0.0119815	74.5	565.945	640.445	13
0.7	0.0059246	73.625	575.035	648.66	20
0.6	0.0062537	72.375	582.63	655.005	25
0.5	0.0053684	67.625	606.93	674.555	32
0.4	0.0052224	50.25	698.965	749.215	56
0.3	0.0036943	47.5	720.12	767.62	58
0.2	0.0033995	36.75	801.755	838.505	65
0.1	0.0025982	36.75	801.755	838.505	65
0	5.38E-05	32.5	812.92	845.42	46
1	0.0048791	84.75	523.165	607.915	0
0.9	0.0052364	84.625	523.665	608.29	2
0.8	0.0043822	83.75	529.605	613.355	13
0.7	0.012977	83.75	535.43	619.18	23
0.6	0.0214508	80.5	549.23	629.73	31
0.5	0.0175059	75.625	572.94	648.565	41
0.4	0.0159961	73.375	591.835	665.21	47
0.3	0.015032	58.625	691.155	749.78	67
0.2	0.0111978	43.75	789.53	833.28	73
0.1	0.0039349	41.625	799.685	841.31	53
0	1.24E-04	40	804.025	844.025	41
1	0.0174542	85.5	541.18	626.68	0
0.9	0.013597	85.5	541.18	626.68	0
0.8	0.0124377	85.25	543.445	628.695	5
0.7	0.0142715	85.25	544.375	629.625	6
0.6	0.0091057	83.625	557.09	640.715	14
0.5	0.0038968	81.875	569.065	650.94	21
0.4	0.0027553	79	612.855	691.855	34
0.3	0.0026129	72.25	661.12	733.37	46
0.2	0.0015465	52.75	750.895	803.645	49
0.1	2.20E-04	51.125	765.36	816.485	28
0	3.27E-05	45.375	781.08	826.455	28
1	0.0026226	82.25	528.75	611	0
0.9	0.0026653	82.25	528.75	611	0
0.8	0.0029213	81.75	531.07	612.82	5
0.7	0.0023242	81.25	533.665	614.915	8
0.6	0.0022345	79.875	543.325	623.2	13
0.5	0.0022084	78.75	548.93	627.68	18
0.4	0.0025148	75.875	568.25	644.125	24
0.3	0.0034131	73.125	605.325	678.45	38
0.2	0.0020856	62.625	657.725	720.35	44
0.1	9.76E-04	56.875	709.09	765.965	38
0	3.50E-05	44.25	733.555	777.805	29
1	0.0035185	76.75	653.105	729.855	0
0.9	0.0027543	77.375	651.745	729.12	0
0.8	0.0027629	77.375	651.745	729.12	0
0.7	0.0037123	77.5	652.38	729.88	2
0.6	0.0046575	76.25	658.795	735.045	8
0.5	0.0040759	74.375	667.825	742.2	14
0.4	0.0024636	68.875	706.05	774.925	32
0.3	0.0028828	62.75	768.86	831.61	52
0.2	0.0024444	50.25	851.995	902.245	67
0.1	5.53E-04	47.5	866.215	913.715	36
0	3.79E-05	38	881.575	919.575	32
1	0.005881	85.875	641.985	727.86	0
0.9	0.0063354	85.875	641.985	727.86	0
0.8	0.0063153	85.75	642.665	728.415	2
0.7	0.0086086	86.375	642.025	728.4	3
0.6	0.0063265	84.625	647.61	732.235	5
0.5	0.005865	83.5	654	737.5	12
0.4	0.0054426	77.375	689.875	767.25	28
0.3	0.0053412	74.5	705.255	779.755	33
0.2	0.0046988	52.375	831.845	884.22	56
0.1	0.0026318	42.5	902.265	944.765	52
0	8.09E-05	42	904.345	946.345	36
1	0.0076016	76.125	612.135	688.26	0
0.9	0.007623	76.125	613.595	689.72	0
0.8	0.0083363	75.875	614.64	690.515	4
0.7	0.0071537	75.25	615.965	691.215	6
0.6	0.0085571	74.5	625.455	699.955	16
0.5	0.0082914	73.125	636.005	709.13	20
0.4	0.0046185	70.125	669.64	739.765	35
0.3	0.0048825	66	711.665	777.665	50
0.2	0.0055211	52.375	805.455	857.83	71
0.1	0.00141	39.125	873.605	912.73	49
0	1.70E-04	33.125	895.44	928.565	48
1	0.0216498	82	550.665	632.665	0
0.9	0.0221622	82	550.665	632.665	0
0.8	0.0225043	81.875	551.135	633.01	0
0.7	0.0193106	81.375	553.43	634.805	4
0.6	0.0186469	81	555.53	636.53	6
0.5	0.0187747	80.5	562.085	642.585	11
0.4	0.0202186	79.375	572.54	651.915	16
0.3	0.0254461	75.75	600.945	676.695	32
0.2	0.0089759	68.875	685.14	754.015	53
0.1	0.0032366	39.125	828.89	868.015	69
0	3.93E-05	33.5	859.875	893.375	39
1	0.0056169	74.625	553.615	628.24	0
0.9	0.0053991	74.5	554.04	628.54	0
0.8	0.0068759	73.625	554.665	628.29	0
0.7	0.0067721	74.125	556.235	630.36	6
0.6	0.005566	72	565.43	637.43	17
0.5	0.0060818	71	572.605	643.605	24
0.4	0.0056446	70.25	580.365	650.615	29
0.3	0.0046344	63.5	622.915	686.415	47
0.2	0.0042018	53.125	694.79	747.915	65
0.1	0.0031061	31.75	811.505	843.255	72
0	4.14E-05	28	822.29	850.29	44
1	0.0056674	85.25	486.87	572.12	0
0.9	0.0058842	85.25	486.87	572.12	0
0.8	0.0058732	84.875	487.24	572.115	2
0.7	0.007759	84.625	488.4	573.025	6
0.6	0.0055043	84.5	489.775	574.275	8
0.5	0.0108744	83.625	496.02	579.645	16
0.4	0.0074529	81	505.025	586.025	21
0.3	0.004468	71.625	542.65	614.275	35
0.2	0.0049485	59.375	608.225	667.6	55
0.1	0.0039845	41.25	711.84	753.09	74
0	5.35E-05	38.125	732.21	770.335	39
1	0.0051496	92.75	594.31	687.06	0
0.9	0.0058572	92.75	594.31	687.06	0
0.8	0.0051818	92.625	594.38	687.005	0
0.7	0.0051162	91.875	597.66	689.535	8
0.6	0.0047186	91.125	600.345	691.47	11
0.5	0.0045384	90.875	606.505	697.38	19
0.4	0.0044992	90.75	606.815	697.565	19
0.3	0.0046987	86.875	631.18	718.055	30
0.2	0.0045097	69.125	714.9	784.025	53
0.1	0.0032722	53.75	809.88	863.63	62
0	5.30E-05	44.25	847.7	891.95	38
1	0.0057794	68.5	637.175	705.675	0
0.9	0.0059888	68.625	637.05	705.675	0
0.8	0.0060725	68.625	637.05	705.675	0
0.7	0.0064288	67.75	641.035	708.785	10
0.6	0.0058047	67.625	642.005	709.63	11
0.5	0.0063381	67.5	645.445	712.945	15
0.4	0.006262	66.5	654.88	721.38	22
0.3	0.0063936	59.75	694.745	754.495	39
0.2	0.0052508	46.75	756.885	803.635	57
0.1	0.0026625	36.5	837.305	873.805	65
0	4.57E-05	35.375	882.62	917.995	42
1	0.0045471	80.625	589.065	669.69	0
0.9	0.0042174	80.625	589.065	669.69	0
0.8	0.0054514	80.625	589.065	669.69	0
0.7	0.0060457	80.625	589.065	669.69	0
0.6	0.0061287	80.875	588.725	669.6	0
0.5	0.0044912	79.875	595.68	675.555	9
0.4	0.00444	79	604.17	683.17	17
0.3	0.0041823	75	621.805	696.805	27
0.2	0.0042286	66.875	679.18	746.055	47
0.1	0.0025845	46.5	781.795	828.295	50
0	3.24E-05	38.75	834.225	872.975	33
1	0.00437	91	492.39	583.39	0
0.9	0.0040406	91	492.39	583.39	0
0.8	0.0043604	91	493.69	584.69	0
0.7	0.0042241	91	493.69	584.69	0
0.6	0.0043286	90.625	494.945	585.57	2
0.5	0.0038747	90	499.305	589.305	5
0.4	0.004137	88.75	508.055	596.805	13
0.3	0.0037905	86.5	524.845	611.345	23
0.2	0.0038025	81.75	570.205	651.955	41
0.1	0.0047578	67.875	678.935	746.81	63
0	4.15E-05	49.125	733.965	783.09	28
1	0.0039629	74.75	556.01	630.76	0
0.9	0.0039436	74.75	556.01	630.76	0
0.8	0.0038039	74.75	556.01	630.76	0
0.7	0.0038607	74.75	556.01	630.76	0
0.6	0.0037817	74.5	556.98	631.48	2
0.5	0.0036653	73.375	561.29	634.665	8
0.4	0.0040324	70.75	570.065	640.815	13
0.3	0.0034522	65.75	595.185	660.935	25
0.2	0.003408	55.625	652.54	708.165	47
0.1	0.0027934	50	707.42	757.42	65
0	2.46E-05	35.5	775.91	811.41	33
1	0.0062084	90.875	670.065	760.94	0
0.9	0.0047331	90.875	670.065	760.94	0
0.8	0.0036206	90.875	670.065	760.94	0
0.7	0.0036926	90.875	670.065	760.94	0
0.6	0.0036287	90.875	670.065	760.94	0
0.5	0.0037346	90.375	673.305	763.68	4
0.4	0.0037394	89.75	676.73	766.48	7
0.3	0.00347	87.75	698.52	786.27	20
0.2	0.0037399	83.375	728.405	811.78	33
0.1	0.0032256	60.25	856.72	916.97	55
0	3.01E-05	39.75	943.805	983.555	32
1	0.0049432	73.375	564.895	638.27	0
0.9	0.0050113	73.375	564.895	638.27	0
0.8	0.0053557	73.375	564.895	638.27	0
0.7	0.0043958	73.25	565.465	638.715	2
0.6	0.0045735	73.25	565.465	638.715	2
0.5	0.0045047	73.25	565.465	638.715	2
0.4	0.0044514	72.75	571.465	644.215	9
0.3	0.004466	71.75	578.12	649.87	14
0.2	0.0039728	65.25	616.19	681.44	31
0.1	0.0030069	50.375	713.865	764.24	59
0	4.16E-05	30.5	814.66	845.16	40
1	0.0055592	79.875	513.155	593.03	0
0.9	0.0053305	79.75	513.44	593.19	0
0.8	0.0066491	79.75	513.925	593.675	0
0.7	0.0061697	79.625	514.475	594.1	2
0.6	0.0063486	79.625	514.425	594.05	2
0.5	0.0053376	78.375	523.73	602.105	14
0.4	0.0049343	77.125	530.785	607.91	19
0.3	0.0047271	76.5	535.5	612	25
0.2	0.0040441	66	583.39	649.39	41
0.1	0.0041527	50.5	720.535	771.035	72
0	4.29E-05	28.125	839.51	867.635	46
1	0.0058526	77.75	490.375	568.125	0
0.9	0.0058723	77.75	490.375	568.125	0
0.8	0.0057727	77.75	490.375	568.125	0
0.7	0.0057042	77.75	490.375	568.125	0
0.6	0.0059159	77.5	492.015	569.515	3
0.5	0.0055353	76.875	494.815	571.69	9
0.4	0.0058293	75.875	500.005	575.88	15
0.3	0.005499	73.5	512.31	585.81	23
0.2	0.0048246	68.625	543.365	611.99	38
0.1	0.003491	59.375	604.33	663.705	52
0	3.49E-05	35.75	739.47	775.22	37
1	0.0060857	69.375	509.9	579.275	0
0.9	0.0056827	69.375	509.9	579.275	0
0.8	0.0054778	69.375	509.9	579.275	0
0.7	0.005937	69.75	510.13	579.88	4
0.6	0.0052459	69.75	510.95	580.7	6
0.5	0.0056555	69	512.57	581.57	8
0.4	0.0058732	68.375	521.955	590.33	16
0.3	0.0050561	66.625	530.725	597.35	22
0.2	0.0054175	65.25	550.005	615.255	34
0.1	0.0043199	54.125	641.55	695.675	60
0	3.62E-05	32	741.12	773.12	38
1	0.0058235	62	526.195	588.195	0
0.9	0.0054659	62	526.195	588.195	0
0.8	0.0059715	61.625	526.915	588.54	0
0.7	0.0055415	61.625	526.915	588.54	0
0.6	0.0058773	61.375	527.82	589.195	2
0.5	0.0049379	60.25	534.84	595.09	10
0.4	0.0057042	59.875	537.245	597.12	16
0.3	0.0055149	59.5	542.04	601.54	21
0.2	0.0049082	56.875	568.805	625.68	36
0.1	0.0044009	48.375	655.36	703.735	59
0	5.03E-05	21.375	786.205	807.58	43
1	0.0066099	71.125	564.655	635.78	0
0.9	0.0059744	71.125	564.655	635.78	0
0.8	0.0057652	71.125	564.615	635.74	0
0.7	0.0060306	71.125	564.615	635.74	0
0.6	0.0059491	71	565.035	636.035	2
0.5	0.0058216	71	565.42	636.42	3
0.4	0.0052897	68.75	577.875	646.625	15
0.3	0.0053701	67.875	582.595	650.47	20
0.2	0.0046589	66.75	608.55	675.3	31
0.1	0.0038064	49.875	721.825	771.7	56
0	6.08E-05	21.25	838.865	860.115	41
1	0.0055564	72.375	606.195	678.57	0
0.9	0.0053329	72.375	606.195	678.57	0
0.8	0.0054951	72.5	606.06	678.56	0
0.7	0.0052845	72.375	606.145	678.52	0
0.6	0.005535	72.25	606.725	678.975	2
0.5	0.0051849	72	609.315	681.315	5
0.4	0.0050846	71.25	614.935	686.185	12
0.3	0.0052604	69	628.855	697.855	22
0.2	0.0043674	67.75	646.87	714.62	32
0.1	0.0031648	50.125	755.095	805.22	55
0	3.62E-05	33.125	851.13	884.255	37
1	0.003794	73.25	495.745	568.995	0
0.9	0.0039085	73.25	495.835	569.085	0
0.8	0.0038269	73.25	495.835	569.085	0
0.7	0.0038378	73.25	495.835	569.085	0
0.6	0.0039342	73.25	495.835	569.085	0
0.5	0.0039265	73	496.77	569.77	2
0.4	0.0038791	72.875	499.03	571.905	5
0.3	0.0043196	72.875	499.79	572.665	6
0.2	0.0035508	70.125	517.295	587.42	16
0.1	0.0030784	59	595.2	654.2	37
0	3.54E-05	28.75	719.005	747.755	26
1	0.004772	87.375	598.51	685.885	0
0.9	0.0045351	87.375	598.51	685.885	0
0.8	0.0047713	87.375	598.51	685.885	0
0.7	0.0052237	87.375	598.51	685.885	0
0.6	0.0044955	87.375	598.51	685.885	0
0.5	0.0045149	86.875	600.535	687.41	4
0.4	0.0045637	86.875	600.535	687.41	4
0.3	0.0050966	86.875	605.47	692.345	10
0.2	0.0054822	84.25	622.04	706.29	20
0.1	0.0040927	74.125	702.115	776.24	44
0	3.95E-05	34.25	860.39	894.64	30
1	0.004567	66.5	547.51	614.01	0
0.9	0.0041655	66.375	547.685	614.06	0
0.8	0.0040891	66.375	547.685	614.06	0
0.7	0.0043946	66.375	547.685	614.06	0
0.6	0.0041054	66.375	547.765	614.14	0
0.5	0.004196	66.25	548.53	614.78	2
0.4	0.0045747	66.375	549.905	616.28	4
0.3	0.0040267	65.75	557.805	623.555	13
0.2	0.0043978	62.625	572.92	635.545	22
0.1	0.0039553	59.625	618.29	677.915	38
0	4.01E-05	20.375	800.25	820.625	26
1	0.0052671	81.625	534.34	615.965	0
0.9	0.0058406	81.625	534.34	615.965	0
0.8	0.005345	81.625	534.295	615.92	0
0.7	0.005491	81.625	534.295	615.92	0
0.6	0.0054042	81.625	534.295	615.92	0
0.5	0.0058936	81.625	534.295	615.92	0
0.4	0.0051683	81.25	536.155	617.405	3
0.3	0.0051539	80.875	540.85	621.725	9
0.2	0.0050317	79.25	553.05	632.3	18
0.1	0.0050989	69.875	619.475	689.35	40
0	5.53E-05	32.875	819.87	852.745	35
1	0.0059484	73	583.29	656.29	0
0.9	0.0058491	73	583.29	656.29	0
0.8	0.0059303	73	583.29	656.29	0
0.7	0.0059728	73	583.29	656.29	0
0.6	0.0058203	73	583.29	656.29	0
0.5	0.0059148	73	583.29	656.29	0
0.4	0.0058163	73	583.29	656.29	0
0.3	0.0057488	72	591.97	663.97	11
0.2	0.0068279	69.375	614.495	683.87	24
0.1	0.0063478	54.125	691.11	745.235	50
0	5.81E-05	33.75	798.505	832.255	28
1	0.0068601	81.875	707.83	789.705	0
0.9	0.0065113	81.875	707.83	789.705	0
0.8	0.0062848	82.125	707.415	789.54	0
0.7	0.0067238	82.125	707.415	789.54	0
0.6	0.0069745	82.125	707.415	789.54	0
0.5	0.0071209	82.125	707.415	789.54	0
0.4	0.0061435	81.375	710.725	792.1	4
0.3	0.0064079	81.125	712.735	793.86	7
0.2	0.0063069	77.75	735.235	812.985	20
0.1	0.0058562	69.5	829.705	899.205	49
