1.2	1.30E-04	0.0074729
1.2	8.34E-05	0.0050551
1.2	8.81E-05	0.0168963
1.2	6.49E-05	0.0068208
1.2	8.11E-05	0.0050964
1.2	6.18E-05	0.0031559
1.2	7.18E-05	0.003661
1.2	6.13E-05	0.0046698
1.2	4.44E-05	0.0023755
1.2	4.80E-05	0.0037052
1.2	6.38E-05	0.0052485
1.2	3.64E-05	0.0051991
1.2	3.10E-05	0.0038429
1.2	3.25E-05	0.0054929
1.2	2.80E-05	0.0046429
1.2	2.50E-05	0.0075507
1.2	2.53E-05	0.0035516
1.2	3.42E-05	0.0058279
1.2	2.37E-05	0.0041172
1.2	2.78E-05	0.0042634
1.2	2.54E-05	0.0053621
1.2	2.53E-05	0.0047968
1.2	2.32E-05	0.0068252
1.2	2.40E-05	0.0035587
1.2	3.40E-05	0.0033682
1.2	2.66E-05	0.005235
1.2	2.71E-05	0.0079965
1.2	2.87E-05	0.0044148
1.2	2.62E-05	0.005528
1.2	2.60E-05	0.0029863
1.2	2.72E-05	0.0035926
1.2	2.47E-05	0.0057313
1.2	2.45E-05	0.0048018
1.2	2.61E-05	0.0082486
1.2	2.51E-05	0.0032412
1.2	2.48E-05	0.0035344
1.2	2.10E-05	0.0059833
1.2	2.02E-05	0.005742
1.2	2.12E-05	0.0039008
1.2	2.13E-05	0.0067305
1.2	2.74E-05	0.0026673
1.2	2.08E-05	0.0045778
1.2	2.37E-05	0.0054446
1.2	1.89E-05	0.0032502
1.2	2.04E-05	0.0033613
1.2	1.87E-05	0.00661
1.2	2.29E-05	0.0036553
1.2	1.58E-05	0.0052831
1.2	2.60E-05	0.0068282
1.2	1.60E-05	0.002947
1.2	1.57E-05	0.0042872
1.2	1.58E-05	0.0047828
1.2	1.60E-05	0.0045554
1.2	1.62E-05	0.0038807
1.2	2.49E-05	0.0067168
1.2	1.54E-05	0.0041649
1.2	1.52E-05	0.0034767
1.2	1.51E-05	0.0039154
1.2	1.61E-05	0.0039151
1.2	1.58E-05	0.0034781
1.2	1.57E-05	0.0054182
1.2	1.54E-05	0.0059623
1.2	2.12E-05	0.0035674
1.2	1.55E-05	0.0032075
1.2	1.53E-05	0.0062746
