0.0283669	799.065	58
0.0190117	915.22	65
0.021747	1023.055	61
0.0178	827.57	58
0.0148482	1003.425	70
0.0133829	828.675	72
0.012269	781.9	73
0.0120953	1007.275	60
0.0123645	865.575	69
0.013149	727.07	54
0.0136573	893.18	53
0.0119217	839.77	75
0.0098359	788.08	62
0.0110955	966.7	68
0.0084073	827.28	76
0.0087917	810.29	72
0.0117313	1001.325	64
0.0110106	881.505	56
0.0122956	973.845	71
0.0107055	903.57	61
0.0096008	987.875	78
0.010673	790.265	59
0.0095458	691.965	50
0.0103364	791.915	46
0.0141019	751.96	40
0.0142672	779.145	58
0.0149622	872.195	51
0.0124873	826.195	58
0.0138383	960.215	63
0.0110143	715.66	67
0.0077436	807.295	57
0.0093281	716.315	64
0.0081098	871.125	74
0.008193	879.825	60
0.0078461	842.155	87
0.0088008	814.175	70
0.0106159	850.305	64
0.0091148	820.095	59
0.0081417	780.405	69
0.0103311	651.285	51
0.008922	803.4	70
0.009511	787.63	74
0.0100724	801.99	62
0.00975	755.32	77
0.0089777	894.775	66
0.0086202	900.475	57
0.0076759	949.745	68
0.0089096	793.11	60
0.007852	747.325	65
0.0083442	1026.55	84
0.0115848	883.835	64
0.0147668	886.665	62
0.0147595	961.105	55
0.0136146	839.01	59
0.0161077	875.76	48
0.0140698	714.175	71
0.0209787	912.49	63
0.0167519	777.285	71
0.0199783	865.79	46
0.0170257	735.625	63
0.0142286	887.285	68
0.0096714	786.825	69
0.0100307	777.745	60
0.0087755	874.875	67
0.0079874	837.255	64
0.0088583	676.76	68
0.0078589	711.92	59
0.0072046	898.01	70
0.0093499	815.88	40
0.0076118	668.405	61
0.0071414	759.075	53
0.007373	872.035	77
0.0097844	831.95	78
0.00812	730.89	59
0.0080742	809.56	66
0.0077784	843.61	53
0.0088042	757.195	59
0.009902	819.99	54
0.0078993	810.605	68
0.0075505	698.985	53
0.0070948	885.68	62
0.0093117	719.16	56
0.0071546	822.33	62
0.0079547	827.365	71
0.0096968	796.91	62
0.0109078	879.37	70
0.0085233	876.38	50
0.0078758	807.93	67
0.007056	844.335	77
0.0078172	865.6	51
0.0073992	948.44	65
0.0068953	833.835	70
0.0069405	773.305	54
0.0070749	949.045	60
0.00733	870.19	55
0.00715	958.55	65
0.0085528	878.765	63
0.0116042	759.35	49
0.0063237	743.645	63
0.0073128	613.14	80
