1.2	79.125	538.05
1.2	63.875	730.225
1.2	55.125	401.705
1.2	61.375	621.065
1.2	76.5	565.92
1.2	66.625	678.695
1.2	73.125	586.22
1.2	83.375	572
1.2	64.125	556.655
1.2	72.75	585.86
1.2	75	635.57
1.2	80.5	656.72
1.2	76.625	471.105
1.2	84.375	570.3
1.2	69.375	685.665
1.2	76.875	618.59
1.2	64.875	598.825
1.2	87	578.17
1.2	68.625	527.575
1.2	75.375	512.085
1.2	82.125	526.97
1.2	70.625	473.4
1.2	92.75	560.165
1.2	82.125	602.91
1.2	75.25	598.135
1.2	72.125	670.115
1.2	88.25	630.64
1.2	70	666.505
1.2	70.5	574.325
1.2	63.375	480.99
1.2	73.875	684.39
1.2	67.125	555.97
1.2	75.375	482.82
1.2	77.375	599.96
1.2	101.625	563.605
1.2	92	686.255
1.2	68.875	560.925
1.2	92.25	480.435
1.2	73.875	547.07
1.2	71.125	519.63
1.2	64.75	509.61
1.2	82.75	652.54
1.2	90.875	687.37
1.2	72	603.44
1.2	85.875	514.02
1.2	55.375	628.815
1.2	80.5	683.08
1.2	76.5	802.79
1.2	76.875	525.77
1.2	67.625	517.88
1.2	75.75	530.62
1.2	66	537.29
1.2	99	466.585
1.2	83.375	819.98
1.2	97.625	540.695
1.2	69.125	479.55
1.2	80.75	552.465
1.2	64.875	584.56
1.2	62.75	629.565
1.2	68.5	521.015
1.2	92.625	453.78
1.2	73.5	538.845
1.2	99	581.555
1.2	70.25	638.265
1.2	77.875	575.12
1.2	80.5	601.63
1.2	89.625	552.525
1.2	95.5	648.205
1.2	83.875	579.125
1.2	78	488.095
1.2	92.375	603.425
1.2	95.125	507.08
1.2	78.25	619.51
1.2	76.375	468.515
1.2	71.75	470.65
1.2	67.75	532.335
1.2	81.125	666.22
1.2	95	518.725
1.2	82.75	656.84
1.2	66.375	531.22
1.2	67.25	399.41
1.2	76.125	594.365
1.2	75	497.935
1.2	73.875	525.1
1.2	84.375	571.195
1.2	68.375	484.265
1.2	80.25	547.405
1.2	75.875	650.35
1.2	70.875	422.625
1.2	70.75	601.01
1.2	57.75	602.85
1.2	81.5	540.93
1.2	93.5	404.705
1.2	62.375	482.47
1.2	77.125	577.605
1.2	70.5	593.075
1.2	67.375	558.735
1.2	69.25	591.305
1.2	88.625	750.345
1.2	89.125	688.23
1.4	76.5	542.755
1.4	63.125	701.745
1.4	51	394.495
1.4	65.125	608.73
1.4	89.5	525.165
1.4	88.5	613.655
1.4	89.625	534.48
1.4	90.125	556.2
1.4	78.25	465.625
1.4	79.875	551.375
1.4	85.75	609.18
1.4	72.75	668.4
1.4	75.375	462.175
1.4	84.875	565.865
1.4	80.5	643.7
1.4	77.625	613.12
1.4	79.875	559.69
1.4	87.125	565.01
1.4	68.875	507.43
1.4	77.125	511.935
1.4	103.5	443.39
1.4	66.5	464.6
1.4	92.875	556.965
1.4	73.75	594.47
1.4	77	586.675
1.4	64	671.985
1.4	83.75	631.3
1.4	80.75	621.12
1.4	77.75	543.255
1.4	67.375	454.94
1.4	85.625	612.505
1.4	69.625	552.295
1.4	84.125	468.3
1.4	77	597.05
1.4	114.5	513.06
1.4	86.75	681.285
1.4	80.375	535.225
1.4	94.375	442.165
1.4	83.5	512.66
1.4	69.875	516.325
1.4	81.125	453.72
1.4	80.5	640.755
1.4	91.25	660.92
1.4	92.375	539.02
1.4	106.625	435.965
1.4	59.625	613.68
1.4	85.375	638.56
1.4	89.75	770.09
1.4	84.125	500.56
1.4	72.875	494.16
1.4	79.25	502.65
1.4	69.75	530.05
1.4	103.875	468.375
1.4	82.125	797.19
1.4	97.625	540.695
1.4	63.75	475.49
1.4	94.25	514.9
1.4	64.5	591.085
1.4	65.875	599.705
1.4	84.5	446.63
1.4	92.375	455.565
1.4	76	512.14
1.4	85	610.555
1.4	71.625	594.285
1.4	86	535.235
1.4	71.375	570.755
1.4	93.25	514.59
1.4	98.875	635.055
1.4	87.875	552.105
1.4	84.5	475.47
1.4	94.125	598.765
1.4	88.5	510.99
1.4	81	587.99
1.4	87.5	433.145
1.4	89	399.09
1.4	60.5	546.77
1.4	93.75	630.415
1.4	93.625	488.695
1.4	86.625	619.855
1.4	73.875	494.295
1.4	65.375	393.705
1.4	69.375	601.015
1.4	80.625	468.51
1.4	87.75	482.74
1.4	88.75	544.11
1.4	64.5	490.96
1.4	77.875	538.225
1.4	80.25	618.24
1.4	67.5	425.76
1.4	71.75	599.3
1.4	69	564.63
1.4	80.125	539.995
1.4	87.375	418.795
1.4	79.125	416.325
1.4	96.5	533.19
1.4	72.25	576.265
1.4	78.375	524.875
1.4	71.5	566.855
1.4	94.875	714.16
1.4	98.375	613.66
1.6	82.25	504.045
