796.755	795.895
836.905	836.48
889.825	877.655
912.655	907.145
814.29	813.71
780.02	780.16
799.29	798.555
903.49	900.245
817.965	812.605
818.47	807.2
983.605	979.135
1042.77	1038.16
745.98	745.725
893.51	881.375
924.655	917.51
879.08	873.185
810.525	805.9
884.475	884.405
811.78	811.14
682.565	681.54
883.54	881.6
947.845	939.79
895.2	891.725
735.475	732.085
913.01	912.64
937.3	933.595
891.44	891.61
879.79	866
830.2	828.79
831.11	822.225
705.63	704.025
795.175	790.52
983.835	986.14
932.81	930.96
955.31	955.02
774.22	773.4
803.355	801.65
929.98	916.95
894.865	890.205
896.775	892.11
1082.845	1073.17
977.915	971.165
889.175	887.155
666.235	660.415
989.755	989.2
858.14	849.335
904.265	901.88
958.815	943.96
1022.885	1022.33
834.59	832.825
914.515	907.465
680.09	668.19
782.565	781.055
1035.71	1031.89
895.005	894.41
764.975	757.745
823.92	823.995
852.695	849.33
779.88	779.44
929.675	927.23
832	831.775
872.67	866.48
1024.14	1022.225
826.03	825.53
817.86	817.82
872.455	860.215
854.185	842.535
774.805	767.23
948.965	935.905
748.18	737.995
787.59	785.31
868.26	863.665
828.72	825.13
857.08	855.075
895.26	877.77
881.895	879.23
816.165	819.825
859.245	852.96
1004.21	1004.335
1039.485	1030.14
866.355	862.76
909.005	904.015
832.985	832.34
978.1	960.685
844.995	842.055
883.77	880.21
859.41	854.51
955.68	954.825
788.145	786.815
952.255	952.655
793.875	790.355
763.215	755.73
685.385	686.08
893.05	885.595
880.465	880.74
995.895	981.285
832	832.93
885.32	874.785
944.045	941.85
675.61	675.645
