217.21	216.58
223.865	223.8
194.45	179.47
193.075	188.28
213.235	213.03
190.275	188.16
201.615	201.175
216.185	213.53
248.85	243.43
251.975	240.58
268.975	264.04
242.7	238.41
162.03	161.545
223.355	214.97
208.39	199.66
242.995	237.035
216.775	212
232.08	232.63
242.66	242.385
132.42	131.92
304.9	302.47
279.875	271.35
200.55	196.68
166.72	162.225
209.345	208.03
247.93	244.475
211.6	210.165
164.7	150.065
235.925	230.815
222.295	212.13
201.555	199.345
226.325	221.725
216.33	221.095
233.11	229.52
212.11	207.09
242.38	242.64
206.045	201.265
247.2	233.89
213.775	208.995
184.335	179.145
226.085	215.32
252.025	242.755
223.65	221.295
119.115	113.07
179.075	179.065
252.67	244.185
198.675	195.645
245.37	229.78
211.835	210.35
183.46	181.52
157.205	148.36
149.555	138.06
262.755	260.46
326.915	321.84
216.385	215.275
152.12	144.055
169.56	169.565
247.115	242.3
195.96	195.03
245.42	242.575
180.465	180.61
207.82	200.34
296.465	293.155
241.46	240.25
218.475	216.835
262.315	250.125
209.555	198.58
222.54	213.865
238.075	224.665
172.2	162.16
231.16	227.065
188.68	184.63
260.56	255.41
184.55	181.955
281.835	263.63
175.64	173.365
210.095	213.45
189.88	183.7
245.52	247.47
288.935	279.66
170.345	167.08
208.515	202.65
233.695	232.805
320.485	304.07
256.52	252.81
224.185	220.865
268.305	263.205
233.89	234.65
217.005	217.22
226.93	226.37
159.48	155.56
196.55	190.75
173.205	173.275
173.37	163.145
276.5	275.71
283.38	267.755
278.855	282.36
202.295	191.96
221.125	216.975
205.71	205.54
